postcode,state,total_population,demographic_score,pct_professional,pct_high_income_hh,median_hh_income_weekly,pct_degree,seifa_irsad_decile,pct_wfh,median_age,avg_household_size,unemployment_pct,labour_force_participation_pct,median_rent_weekly,rank
2146,NSW,22220,53.18,38.75,36.83,2085.99,34.5,6.52,35.74,36.66,2.93,5.86,60.27,428.78,246
2116,NSW,8354,53.12,39.93,32.98,1904.25,33.41,7.32,37.41,37.81,2.76,5.8,60.51,417.36,247
2228,NSW,22189,53.1,41.21,37.18,2137.18,26.6,7.04,33.87,41.63,2.57,3.79,61.38,562.93,248
4013,QLD,6066,53.04,41.04,35.46,2045.07,34.7,7.57,21.14,35.32,2.32,4.63,72.59,365.89,249
2222,NSW,14274,52.9,39.15,32.76,1980.95,34.59,7.18,36.31,39.67,2.71,4.93,58.99,486.27,250
2798,NSW,3587,52.78,43.44,39.47,2221.79,25.75,7.16,19.69,43.79,2.72,1.99,65.46,280.69,251
2525,NSW,12330,52.74,40.46,39.75,2142.11,28.5,6.78,28.1,40.23,2.82,4.16,61.56,460.53,252
2294,NSW,2587,52.61,45.84,30.1,1874.34,34.02,7.34,24.15,36.12,2.24,5.07,68.79,425.44,253
4122,QLD,47157,52.55,42.25,34.35,2000.87,35.41,7.42,18.64,37.41,2.72,5.62,65.36,427.44,254
4567,QLD,11981,52.48,43.34,32.82,1902.27,31.7,7.51,25.5,49.49,2.39,4.09,56.96,560.36,255
2303,NSW,10900,52.42,45.4,31.47,1772.73,32.93,7.25,26.38,42.2,2.25,6.92,60.04,413.66,256
2601,ACT,7684,52.41,43.61,30.6,997.09,38.32,10.0,12.79,25.09,1.32,11.81,64.1,302.36,257
2581,NSW,4005,52.41,43.64,39.55,2303.94,24.81,6.74,20.67,43.64,2.7,2.54,67.18,342.0,257
4123,QLD,23021,52.33,40.99,37.29,2163.84,34.37,6.99,16.98,36.37,2.98,5.32,68.49,465.52,259
2784,NSW,1299,52.33,41.43,30.76,1745.54,29.61,8.0,35.41,45.38,2.47,2.52,59.91,413.42,259
2219,NSW,13901,52.31,42.83,34.72,1939.88,25.48,7.17,34.53,44.69,2.48,4.55,56.08,543.39,261
4474,QLD,240,52.24,56.76,17.28,1542.0,19.12,8.0,43.24,46.0,2.7,0.7,73.4,100.0,262
4461,QLD,212,52.14,62.61,21.43,1645.0,6.08,8.0,37.39,48.0,2.6,1.7,65.7,241.0,263
2533,NSW,17317,52.1,43.83,32.37,1881.14,29.71,7.42,27.32,48.69,2.55,3.4,54.43,492.4,264
2207,NSW,31074,51.56,40.64,35.12,1935.06,27.51,6.86,34.83,41.35,2.87,5.15,54.44,502.19,265
4179,QLD,20989,51.55,41.19,38.78,2165.51,27.31,6.88,20.86,42.22,2.65,4.5,66.08,429.64,266
2900,ACT,4182,51.52,45.7,27.11,1901.84,37.5,8.08,9.6,38.74,1.92,3.5,68.67,481.27,267
2208,NSW,14660,51.49,40.65,35.74,1922.34,26.81,6.58,37.52,41.7,2.92,4.66,54.19,502.44,268
2411,NSW,658,51.39,50.03,36.57,2047.53,14.97,7.0,22.23,35.66,2.77,0.61,66.51,194.45,269
2785,NSW,5176,51.16,46.83,19.29,1392.4,36.31,7.8,36.53,52.42,2.09,3.93,50.98,368.03,270
2386,NSW,590,51.15,59.12,24.03,1577.79,14.85,7.12,31.95,41.31,2.5,0.73,62.39,107.96,271
2557,NSW,20179,51.13,34.63,45.45,2429.44,24.18,5.93,30.78,32.37,3.24,3.77,70.02,530.49,272
2678,NSW,1338,51.09,32.09,42.48,2508.53,25.48,9.0,6.69,24.73,2.61,8.45,74.76,377.9,273
2179,NSW,16264,51.07,36.3,40.06,2241.68,28.14,6.16,32.45,33.64,3.25,4.74,63.44,519.48,274
2582,NSW,14574,50.7,40.02,41.32,2352.22,25.29,6.58,15.47,42.82,2.72,2.85,66.17,407.42,275
2758,NSW,9094,50.58,35.09,44.34,2434.83,21.55,6.16,29.96,43.45,2.98,2.71,66.05,487.14,276
4054,QLD,14750,50.49,40.76,35.86,2009.83,28.64,7.09,20.29,39.71,2.61,4.65,65.12,419.46,277
2817,NSW,361,50.28,63.08,18.66,1176.0,16.78,7.0,34.36,45.0,2.3,2.5,67.7,148.0,278
2218,NSW,16599,50.28,37.29,30.98,1885.12,34.47,6.9,33.39,38.48,2.69,6.02,59.4,476.63,278
2745,NSW,31970,50.27,33.17,47.89,2591.47,20.83,5.53,30.04,35.43,3.19,2.9,71.92,493.87,280
2500,NSW,44229,50.22,41.44,27.53,1682.84,34.22,7.48,28.15,36.32,2.29,6.31,60.48,406.87,281
2220,NSW,35908,50.11,35.05,31.27,1865.39,37.56,7.21,29.9,36.27,2.89,6.67,57.46,490.12,282
2167,NSW,10542,50.09,36.05,35.13,2022.08,33.78,6.26,31.81,37.65,2.96,5.75,60.31,416.91,283
2387,NSW,926,50.08,53.26,29.06,1759.44,15.6,6.93,26.88,34.91,2.57,1.31,66.02,122.49,284
2734,NSW,1115,50.07,53.13,31.31,1755.04,13.61,7.18,23.35,43.93,2.81,0.94,68.53,207.78,285
2906,ACT,18112,49.9,35.71,46.62,2531.96,23.47,6.7,8.44,37.51,2.79,3.18,72.98,428.64,286
4160,QLD,19054,49.75,38.7,39.66,2220.65,24.93,6.65,19.08,44.46,2.73,3.87,65.09,479.04,287
4008,QLD,1284,49.73,42.28,28.59,1869.0,31.34,7.53,20.39,37.65,1.86,3.95,67.42,435.61,288
2620,NSW,46022,49.69,37.5,42.56,2411.98,27.26,6.5,9.49,38.27,2.58,3.49,69.61,416.18,289
2517,NSW,14459,49.39,41.05,34.12,1862.0,25.14,6.51,31.12,43.22,2.57,3.73,58.63,433.62,290
2565,NSW,31592,49.08,35.21,36.94,2124.22,30.67,5.83,31.1,35.0,3.11,5.68,61.25,464.96,291
2209,NSW,17552,49.07,39.04,31.62,1731.87,28.42,6.55,36.62,40.82,2.8,6.2,52.48,454.59,292
2779,NSW,5859,49.03,39.39,29.04,1747.26,29.6,7.0,33.62,42.06,2.56,4.19,61.03,390.55,293
2212,NSW,17884,48.96,37.59,35.19,1941.77,25.22,6.24,36.12,38.28,2.95,5.11,54.6,464.92,294
2211,NSW,18012,48.92,37.8,34.4,1921.9,25.14,6.19,38.01,41.03,2.8,4.79,55.04,458.55,295
2826,NSW,218,48.82,55.2,28.95,1375.0,14.44,7.0,24.0,45.0,2.6,1.6,69.4,158.0,296
4521,QLD,5714,48.79,37.82,40.15,2201.36,22.43,6.42,21.09,44.17,2.81,3.29,63.25,381.41,297
2408,NSW,1018,48.77,55.07,25.2,1540.04,14.56,6.87,28.94,41.36,2.62,1.54,63.04,205.32,298
2178,NSW,7489,48.72,36.15,43.95,2331.19,17.99,5.52,30.89,37.84,3.56,3.75,56.59,518.86,299
2905,ACT,28695,48.69,36.33,43.06,2416.05,24.5,6.59,8.49,37.23,2.72,3.57,70.18,435.32,300
2171,NSW,40059,48.42,32.96,44.11,2396.89,20.31,5.63,30.6,33.92,3.66,5.3,59.81,536.3,301
4424,QLD,454,48.41,56.77,20.8,1509.08,15.25,6.58,33.78,38.0,2.52,2.01,72.85,150.0,302
4425,QLD,454,48.41,56.77,20.8,1509.08,15.25,6.58,33.78,38.0,2.52,2.01,72.85,150.0,302
4467,QLD,807,48.38,58.65,18.82,1454.12,9.71,6.67,41.73,44.16,2.69,1.44,75.11,142.84,304
2282,NSW,17807,48.3,39.74,35.11,1945.18,25.85,6.37,24.12,46.24,2.58,3.42,60.24,459.89,305
4228,QLD,5598,48.14,37.68,40.72,2348.17,21.7,6.02,18.23,42.82,3.2,4.73,63.91,530.93,306
4116,QLD,29093,48.09,36.65,32.34,1998.5,36.42,6.75,14.37,35.36,3.14,5.72,66.24,466.15,307
2519,NSW,17249,48.08,39.44,32.64,1802.12,28.16,6.46,27.13,40.76,2.54,4.44,57.84,444.23,308
2210,NSW,34383,48.0,36.97,32.6,1871.25,26.47,6.39,34.94,42.54,2.75,5.89,52.7,443.97,309
4130,QLD,9546,47.96,34.96,43.79,2391.26,22.37,5.82,17.99,40.83,2.97,4.37,68.01,477.34,310
2786,NSW,1589,47.87,42.25,22.36,1473.6,32.03,7.28,31.73,50.74,2.16,3.86,53.02,357.14,311
2780,NSW,13340,47.78,44.56,19.68,1256.54,33.76,7.12,34.52,50.1,2.07,5.44,51.7,389.42,312
4489,QLD,330,47.78,59.66,18.97,1142.0,10.08,7.0,38.07,37.0,2.6,4.4,70.7,160.0,312
4113,QLD,29762,47.37,36.0,30.85,1893.73,36.11,6.91,15.58,36.45,2.9,6.36,63.93,439.98,314
2567,NSW,42182,47.36,31.77,46.15,2548.23,18.34,5.14,27.78,34.85,3.21,3.17,70.54,509.63,315
4218,QLD,35355,47.25,39.86,31.31,1884.17,27.11,7.05,16.9,41.49,2.33,4.56,63.1,555.78,316
2251,NSW,33787,47.23,38.23,33.58,1894.37,23.33,6.29,30.26,46.24,2.63,3.31,57.51,462.77,317
2783,NSW,3380,47.22,40.33,24.45,1562.85,30.24,6.85,33.73,43.73,2.4,4.49,60.87,385.77,318
2661,NSW,499,47.2,32.95,44.87,2522.0,11.95,8.0,6.59,23.0,3.5,1.4,91.7,255.0,319
2214,NSW,4077,47.14,34.33,40.25,2122.21,18.91,5.77,33.71,39.34,2.97,3.63,58.93,537.74,320
2216,NSW,28502,46.99,35.31,30.19,1822.48,31.63,6.53,29.01,38.61,2.56,6.32,59.45,482.14,321
2570,NSW,64277,46.83,32.74,42.07,2323.09,20.96,5.53,26.91,35.52,3.07,3.4,68.07,476.75,322
2864,NSW,1362,46.81,46.0,30.11,1746.14,19.99,6.49,20.93,45.4,2.53,1.9,64.41,243.55,323
4562,QLD,8789,46.71,38.62,32.86,1946.98,24.98,6.37,22.67,46.13,2.82,3.76,61.59,486.28,324
2147,NSW,37477,46.61,35.77,33.87,1929.6,26.13,5.61,34.07,38.12,2.8,5.58,57.93,418.16,325
4728,QLD,576,46.57,58.34,15.52,1325.72,9.65,6.0,47.69,39.62,2.64,2.3,67.18,92.66,326
4212,QLD,33458,46.43,37.72,36.33,2118.45,21.92,6.21,18.91,45.32,2.7,5.25,60.78,616.87,327
2568,NSW,1389,46.3,38.88,36.09,2050.97,16.37,5.53,33.11,50.08,2.81,1.23,48.61,384.1,328
4423,QLD,685,46.27,58.51,13.92,1331.5,14.02,7.01,30.91,41.43,2.81,1.79,65.93,149.72,329
2727,NSW,634,46.26,47.04,27.34,1882.39,16.6,6.06,27.06,39.7,2.64,0.9,63.54,152.31,330
2141,NSW,33054,46.14,34.82,29.74,1815.9,30.85,6.35,29.1,35.88,2.98,7.57,54.28,477.05,331
2258,NSW,5239,46.11,36.73,35.45,2056.52,21.12,5.96,26.47,41.25,2.77,2.73,64.47,418.18,332
4454,QLD,1339,46.08,50.94,28.05,1921.13,8.46,5.59,31.31,43.56,2.56,1.5,67.34,146.12,333
2342,NSW,603,46.07,45.72,31.01,1768.69,15.89,5.62,30.29,39.98,2.7,1.88,68.84,261.91,334
4119,QLD,6811,46.01,34.64,35.23,2041.87,31.72,6.19,12.95,33.73,3.08,6.53,67.88,413.86,335
4732,QLD,302,45.98,61.73,11.88,1281.0,7.88,6.0,46.3,42.0,2.5,2.4,68.8,86.0,336
4572,QLD,4236,45.82,39.98,28.87,1689.28,28.0,6.91,16.89,45.53,2.13,4.57,62.11,395.91,337
4272,QLD,8231,45.8,41.52,25.53,1582.85,27.72,7.02,21.18,50.04,2.51,3.84,54.05,438.81,338
2791,NSW,628,45.79,46.12,30.18,1846.68,15.7,6.23,21.19,46.85,2.42,3.65,67.21,225.64,339
2191,NSW,6549,45.76,36.38,30.99,1731.7,22.82,6.37,34.55,40.44,2.88,4.44,50.71,448.79,340
2397,NSW,1516,45.61,50.01,25.55,1608.39,15.71,6.18,25.17,39.82,2.61,1.43,62.88,156.42,341
4509,QLD,37964,45.6,33.71,36.95,2190.93,25.67,6.12,16.17,34.42,3.02,5.23,72.71,424.88,342
2748,NSW,1794,45.6,33.65,43.65,2287.0,16.78,4.72,29.58,46.77,3.17,3.32,59.24,508.83,342
4034,QLD,48554,45.58,36.84,32.91,1950.29,27.55,6.28,16.85,40.0,2.55,5.06,63.31,421.52,344
4573,QLD,32000,45.23,37.85,29.96,1839.54,26.69,6.53,19.23,43.16,2.61,4.1,63.27,501.5,345
2535,NSW,8272,45.2,42.49,27.06,1547.27,25.02,6.46,22.86,55.52,2.3,3.56,47.31,457.23,346
2379,NSW,899,45.02,53.68,18.59,1417.55,16.56,6.37,26.95,45.77,2.46,2.7,64.55,198.8,347
4220,QLD,32963,45.0,38.3,31.01,1869.94,25.08,6.59,15.6,41.56,2.44,4.37,63.67,535.54,348
2578,NSW,3528,44.87,39.01,23.03,1411.94,30.96,6.99,25.93,58.22,2.22,2.62,48.78,398.19,349
2577,NSW,18830,44.76,38.25,30.59,1782.66,24.85,6.12,22.42,47.61,2.5,2.98,58.66,424.46,350
4810,QLD,22265,44.73,42.8,26.9,1712.76,29.0,6.72,6.57,40.89,2.03,4.64,63.7,315.03,351
4164,QLD,19253,44.69,32.45,40.2,2308.58,20.38,5.73,16.96,38.05,2.95,3.7,70.92,480.43,352
2487,NSW,15394,44.66,39.01,30.06,1818.25,25.07,6.16,19.25,46.84,2.55,4.25,58.08,523.6,353
2571,NSW,13611,44.64,31.29,43.14,2418.19,16.69,4.91,25.73,37.78,3.04,2.81,68.49,467.27,354
2757,NSW,851,44.64,35.19,40.46,1940.85,18.93,5.0,27.42,43.79,2.83,3.2,61.74,478.86,354
2128,NSW,3599,44.58,36.68,32.37,1239.37,21.29,6.82,32.46,35.05,1.77,4.04,39.69,304.88,356
4479,QLD,435,44.54,43.16,30.82,1875.0,14.37,6.0,23.5,44.0,2.6,2.1,70.6,225.0,357
2726,NSW,346,44.49,52.94,20.16,1387.0,15.66,6.0,28.34,45.0,2.4,1.6,67.1,203.0,358
4032,QLD,20907,44.45,37.19,28.04,1762.31,29.64,6.59,16.22,38.61,2.25,5.2,63.94,397.84,359
4017,QLD,37753,44.39,36.4,33.82,1958.94,24.57,5.85,17.64,41.39,2.65,4.62,65.02,390.49,360
2526,NSW,17179,44.29,34.28,36.36,2044.35,22.78,5.28,24.37,40.73,2.77,4.56,59.95,428.94,361
2809,NSW,289,44.26,52.99,19.66,1107.0,12.65,7.0,28.36,52.0,2.3,4.3,56.9,200.0,362
4709,QLD,1157,44.12,33.01,51.24,2801.74,9.83,3.84,15.1,32.87,2.98,2.74,72.29,66.75,363
4227,QLD,24075,44.1,36.17,30.97,1940.51,26.02,6.42,14.24,37.08,2.72,4.69,67.86,523.21,364
4705,QLD,1024,44.09,51.3,23.45,1667.28,8.93,5.07,37.51,44.63,2.63,1.33,66.86,136.78,365
4213,QLD,31148,44.03,34.65,36.22,2151.32,21.7,5.84,15.41,40.85,3.04,4.67,65.79,522.27,366
2421,NSW,2573,43.85,34.86,37.92,2089.02,18.99,5.13,23.54,40.81,2.82,2.97,65.17,309.74,367
2767,NSW,23374,43.83,29.76,35.42,2044.99,29.91,4.97,27.05,36.64,3.18,6.8,58.11,402.16,368
2792,NSW,1498,43.81,45.45,26.83,1759.06,15.78,5.64,25.17,46.79,2.46,2.62,65.28,216.96,369
4556,QLD,47381,43.72,36.81,30.21,1873.78,25.58,6.3,15.18,43.72,2.64,4.57,60.87,470.09,370
2828,NSW,1621,43.71,54.36,17.55,1260.32,14.26,6.34,26.52,43.15,2.4,5.92,60.67,152.54,371
2878,NSW,965,43.6,52.32,22.68,1497.71,12.18,5.27,29.98,43.1,2.59,2.36,60.42,141.19,372
4494,QLD,195,43.31,48.6,14.29,1474.0,17.12,7.0,28.97,34.0,2.7,1.9,72.5,50.0,373
4109,QLD,38424,43.26,33.58,28.59,1737.53,34.06,6.27,13.96,36.88,2.97,7.37,57.7,429.82,374
2627,NSW,5900,43.2,32.73,34.54,2102.95,23.84,6.04,14.06,37.3,2.6,1.74,74.67,405.51,375
4416,QLD,619,43.18,47.72,22.68,1568.05,14.38,5.85,28.06,37.42,2.54,1.85,76.06,178.84,376
4468,QLD,487,43.15,53.16,15.64,1365.43,6.82,6.28,39.83,46.9,2.53,2.22,72.53,65.45,377
4498,QLD,380,43.15,47.73,24.18,1583.54,14.97,5.54,26.78,33.51,2.8,2.0,74.4,113.29,377
2250,NSW,73031,43.07,35.92,29.87,1786.33,22.39,5.66,27.83,42.42,2.56,4.89,59.35,409.13,379
4178,QLD,28412,43.04,35.74,33.16,1908.82,23.57,5.56,17.89,41.82,2.53,4.73,64.22,409.14,380
4575,QLD,28024,42.99,37.51,30.99,1844.68,23.91,5.91,14.57,44.34,2.49,4.18,60.35,499.38,381
4115,QLD,20325,42.96,32.49,32.47,1992.52,28.85,5.74,15.14,37.5,3.02,5.46,66.68,437.6,382
4566,QLD,9330,42.92,38.99,24.94,1573.55,23.78,6.47,22.98,56.36,2.22,3.97,48.05,559.79,383
2350,NSW,28024,42.92,38.88,22.81,1515.44,28.34,6.39,22.45,38.45,2.33,5.87,57.49,306.01,383
2482,NSW,6969,42.83,41.57,20.18,1356.51,27.38,6.53,23.87,46.2,2.51,5.93,53.45,448.42,385
4173,QLD,8459,42.82,34.01,34.06,1987.7,24.34,5.5,16.86,38.95,2.57,3.77,69.57,428.9,386
2290,NSW,36651,42.76,35.56,32.63,1869.66,23.37,5.29,21.72,41.04,2.55,4.29,62.07,399.22,387
4553,QLD,10941,42.72,32.6,35.71,2198.38,21.24,5.74,14.08,36.76,3.0,3.62,70.92,486.13,388
4223,QLD,15522,42.67,36.9,31.48,1843.47,22.37,5.97,15.02,43.5,2.66,4.25,62.66,501.11,389
2645,NSW,845,42.62,55.64,15.23,1409.97,13.73,5.88,23.12,46.51,2.66,4.66,63.99,142.53,390
4226,QLD,37275,42.55,35.59,28.83,1805.37,24.45,6.51,14.85,41.8,2.59,5.05,62.56,570.5,391
4128,QLD,18258,42.52,32.25,37.86,2194.36,21.06,5.28,14.64,38.41,2.9,5.03,69.7,422.79,392
4462,QLD,557,42.47,41.75,32.36,1723.34,13.64,4.83,28.04,39.57,2.88,0.75,64.02,206.46,393
2622,NSW,5269,42.45,39.93,26.1,1604.86,24.25,5.95,19.21,49.23,2.32,3.68,58.6,323.93,394
2761,NSW,34700,42.41,26.83,39.1,2268.05,25.23,4.46,25.91,33.75,3.39,5.11,63.63,451.48,395
4217,QLD,45531,42.4,36.7,26.2,1697.17,26.51,6.44,16.21,44.02,2.2,6.36,57.35,542.89,396
4221,QLD,28872,42.3,36.44,30.77,1828.95,23.21,5.98,14.1,40.97,2.56,4.37,64.39,519.03,397
4488,QLD,493,42.28,56.87,11.66,1163.68,10.83,6.09,33.01,44.87,2.46,1.46,69.47,78.72,398
4422,QLD,606,42.13,53.63,12.49,1195.46,10.72,6.44,34.45,46.17,2.45,2.52,64.78,183.65,399
2175,NSW,1791,42.13,32.48,38.65,2197.18,12.85,4.43,31.87,44.88,3.23,1.98,49.82,439.5,399
2298,NSW,10159,42.11,36.74,26.91,1623.46,25.49,6.0,20.83,39.39,2.27,5.12,61.94,377.2,401
2721,NSW,619,42.11,50.93,18.87,1428.58,11.02,6.0,27.38,41.21,2.79,3.57,62.22,193.77,401
4224,QLD,8658,42.03,36.96,28.36,1806.9,22.84,6.22,14.53,39.69,2.5,4.38,65.07,492.6,403
4552,QLD,9230,42.02,40.98,20.55,1308.51,27.18,6.35,22.83,56.12,2.3,4.97,46.89,378.78,404
2569,NSW,1738,41.94,28.39,41.23,2223.47,14.92,5.1,25.22,41.27,3.07,1.4,60.39,426.71,405
2873,NSW,1314,41.84,54.39,14.15,1331.47,12.19,6.17,24.67,47.66,2.6,3.24,62.93,160.91,406
4174,QLD,3068,41.55,30.76,37.7,2213.92,21.77,4.88,15.33,36.61,2.76,3.67,71.67,473.77,407
2292,NSW,3922,41.49,37.79,24.03,1591.96,25.32,5.75,23.54,36.63,2.22,7.19,61.4,369.66,408
4412,QLD,697,41.39,46.24,22.4,1574.7,10.19,5.5,31.19,40.01,2.65,0.86,65.29,204.89,409
2304,NSW,15825,41.38,36.72,25.59,1589.36,25.61,5.59,23.76,38.57,2.25,5.1,62.11,372.77,410
2652,NSW,8762,41.34,44.77,26.73,1719.83,14.18,5.13,20.34,41.19,2.73,2.19,66.61,223.31,411
2198,NSW,10001,41.32,34.51,29.42,1771.98,16.39,5.64,31.32,37.1,3.26,4.7,46.39,525.52,412
2875,NSW,1491,41.24,51.85,17.24,1320.4,13.13,5.72,24.84,45.74,2.48,3.58,58.76,168.65,413
4426,QLD,914,41.24,45.84,22.29,1696.67,11.44,5.03,31.72,43.54,2.59,0.19,69.02,114.17,413
4210,QLD,22597,41.04,30.5,38.02,2234.76,18.81,5.19,13.04,37.32,3.07,4.69,71.58,507.8,415
2585,NSW,676,40.9,48.47,17.41,1248.85,16.15,6.0,25.04,45.98,2.35,2.04,61.68,201.54,416
4404,QLD,1278,40.82,48.51,19.65,1491.74,11.31,5.32,29.26,41.94,2.59,3.38,66.27,190.54,417
4159,QLD,15484,40.82,32.85,35.3,2041.11,19.39,5.08,15.69,43.86,2.71,4.14,62.8,466.21,417
2876,NSW,1082,40.77,46.18,25.35,1652.02,13.0,5.0,20.53,41.21,2.85,3.57,62.26,186.62,419
2868,NSW,1597,40.74,47.56,19.1,1553.13,14.73,5.63,22.16,44.47,2.64,2.6,62.31,217.96,420
2668,NSW,867,40.62,51.03,17.6,1308.53,10.31,5.58,28.57,45.67,2.59,4.37,55.85,143.57,421
4306,QLD,45243,40.35,31.15,36.16,2099.32,18.81,5.17,14.11,37.13,2.83,3.61,68.79,369.86,422
2143,NSW,9970,40.34,32.83,26.94,1627.41,24.52,5.25,28.98,35.46,3.12,8.99,48.51,412.21,423
2265,NSW,7573,40.26,33.76,30.78,1751.58,21.62,5.11,21.6,43.21,2.7,4.8,58.13,379.27,424
4879,QLD,22485,40.24,35.1,27.61,1783.19,22.59,5.81,14.71,43.46,2.47,4.8,64.47,432.56,425
2707,NSW,1538,40.22,47.35,18.58,1727.8,14.32,5.46,18.94,42.45,2.55,1.37,71.11,196.94,426
2231,NSW,2531,40.19,28.94,39.72,2173.69,11.88,4.9,23.69,38.13,3.11,3.08,64.41,576.67,427
2483,NSW,11816,40.16,37.84,19.73,1472.22,25.89,6.09,21.81,44.27,2.46,5.4,57.2,482.23,428
4724,QLD,1063,40.11,50.48,17.5,1441.2,8.66,4.57,37.17,43.12,2.58,2.57,68.24,111.62,429
4108,QLD,8008,40.09,31.75,22.96,1644.31,35.35,6.06,12.14,33.59,2.64,7.31,63.85,370.39,430
2874,NSW,541,40.07,57.85,6.2,1088.88,11.91,6.07,27.48,45.1,2.54,6.1,56.47,84.1,431
2299,NSW,14327,40.06,35.94,24.29,1539.32,25.52,5.73,19.84,35.85,2.41,6.52,60.33,378.41,432
2831,NSW,3903,40.05,45.8,22.22,1585.9,12.7,5.19,23.22,42.52,2.63,2.5,64.59,206.21,433
2588,NSW,299,40.01,42.54,22.61,1416.0,16.87,6.0,19.4,54.0,2.3,4.9,56.7,200.0,434
4559,QLD,7588,40.0,34.05,31.84,1883.16,21.13,5.25,13.35,43.16,2.81,4.69,63.24,420.56,435
2629,NSW,953,39.98,44.16,24.3,1307.51,17.89,5.35,19.37,52.92,2.17,4.06,50.96,264.99,436
2190,NSW,29665,39.93,35.46,25.35,1502.31,20.89,5.46,29.13,33.81,3.38,8.16,43.19,437.88,437
2410,NSW,584,39.84,54.27,12.58,1062.6,11.82,5.16,32.99,45.92,2.48,7.04,50.57,161.56,438
2405,NSW,500,39.78,51.58,13.97,1343.0,8.39,6.0,26.84,43.0,2.4,3.1,46.5,173.0,439
2575,NSW,18982,39.64,32.47,30.99,1860.07,21.57,4.88,20.66,42.81,2.63,3.11,62.6,445.75,440
4214,QLD,38862,39.61,33.39,29.81,1865.72,22.89,5.53,11.29,40.93,2.8,5.92,62.04,508.36,441
2287,NSW,42005,39.59,33.08,30.58,1856.16,22.13,4.87,18.92,37.46,2.68,5.11,64.05,420.2,442
4110,QLD,16980,39.54,30.02,30.79,1927.27,28.77,5.02,12.37,33.39,2.96,7.12,66.51,399.68,443
2624,NSW,174,39.53,37.9,0.0,3524.86,30.85,5.0,13.7,29.71,3.09,1.74,78.58,326.28,444
4557,QLD,20152,39.52,33.57,27.7,1788.18,23.59,5.63,14.17,39.96,2.57,4.02,66.57,471.43,445
4352,QLD,35652,39.5,34.23,32.55,1973.61,18.61,5.1,11.82,41.65,2.85,3.31,66.05,357.45,446
2626,NSW,509,39.45,31.55,38.94,2175.34,17.66,4.47,9.14,44.83,2.58,3.83,67.29,359.09,447
2344,NSW,671,39.36,38.41,27.86,1761.94,13.24,5.02,23.58,47.14,2.53,1.32,68.65,321.56,448
4408,QLD,1281,39.33,46.73,18.5,1426.87,13.81,5.07,26.87,43.39,2.46,3.18,66.61,181.7,449
2752,NSW,6290,39.27,25.86,45.86,2388.86,12.33,3.35,24.35,36.09,3.13,2.49,68.81,447.61,450
4270,QLD,4889,39.21,29.29,40.25,2213.68,13.92,4.4,16.68,41.49,3.12,4.57,64.82,449.2,451
2584,NSW,550,39.06,40.45,18.89,1482.21,15.17,6.9,17.82,45.55,2.28,1.55,58.03,283.53,452
2555,NSW,492,39.05,39.82,26.13,1743.72,10.09,4.65,30.81,42.71,3.03,2.41,50.44,511.77,453
2738,NSW,2812,39.05,38.36,31.03,1930.19,14.09,4.78,12.76,40.29,2.78,2.32,65.95,238.93,453
4078,QLD,27322,38.97,31.39,29.68,1876.1,24.31,5.14,14.35,36.77,2.88,6.09,65.78,387.98,455
2148,NSW,68059,38.92,28.16,29.34,1827.36,26.95,4.56,26.14,35.38,2.89,6.71,57.6,410.69,456
2295,NSW,8082,38.92,32.13,29.89,1799.06,20.66,4.95,21.31,46.2,2.49,5.25,55.15,396.92,456
4300,QLD,68924,38.87,29.4,33.26,2072.03,22.02,4.87,13.69,32.74,3.01,6.42,70.42,387.27,458
2754,NSW,7068,38.82,29.99,32.02,1906.28,17.24,4.7,27.51,41.06,2.68,3.29,60.75,433.03,459
4163,QLD,16109,38.82,35.23,28.09,1704.85,19.48,5.4,15.45,51.79,2.36,4.71,52.62,491.52,459
2669,NSW,1756,38.81,52.45,13.63,1210.14,8.96,5.61,25.33,44.16,2.42,4.18,61.34,106.32,461
2142,NSW,31529,38.75,30.25,24.13,1559.19,28.68,5.3,25.66,32.41,2.97,9.51,50.05,384.71,462
2642,NSW,6934,38.73,39.95,25.58,1760.88,14.12,5.06,18.37,42.03,2.81,2.66,64.15,260.5,463
2800,NSW,49125,38.7,34.19,29.95,1837.2,21.69,5.04,10.98,38.58,2.56,3.67,63.45,353.6,464
2538,NSW,2845,38.7,40.53,21.31,1403.25,20.6,5.38,19.83,53.6,2.46,2.43,49.63,324.82,464
4611,QLD,279,38.66,49.6,18.18,1080.0,8.55,5.0,32.8,47.0,2.5,3.8,55.7,200.0,466
2454,NSW,8691,38.64,39.38,17.69,1318.95,25.8,5.85,18.41,47.67,2.44,5.86,53.79,350.27,467
2735,NSW,748,38.46,43.43,26.88,1434.25,11.79,5.05,16.31,45.0,2.68,3.16,67.22,232.94,468
4504,QLD,20916,38.46,27.96,38.08,2224.44,16.33,4.48,14.86,34.35,3.14,4.78,72.19,440.38,468
2579,NSW,5847,38.45,33.43,28.3,1707.24,20.14,4.95,20.99,46.85,2.53,3.04,56.54,367.85,470
2628,NSW,2880,38.44,36.77,25.97,1629.32,18.33,5.11,19.83,45.53,2.44,2.11,64.43,308.78,471
4726,QLD,831,38.37,46.19,19.73,1449.92,6.98,4.64,34.48,43.55,2.43,2.37,65.35,131.29,472
4406,QLD,2551,38.29,45.83,17.51,1369.88,11.26,5.08,29.72,41.98,2.65,2.56,64.16,202.64,473
