postcode,region_name,market_share_pct,market_size_dollars,customer_penetration_pct,spend_per_customer,spend_per_transaction,transactions_per_customer,nearest_store,distance_km,distance_tier,yoy_share_pct,share_trend_pp,period,yoy_period
4871,Yarrabah,,,,,,,West End,1393.29,No Presence (20km+),,,202512,202412
4872,Mutchilba,,,,,,,West End,1376.07,No Presence (20km+),,,202512,202412
4873,Mossman,,,,,,,West End,1465.57,No Presence (20km+),,,202512,202412
4874,Trunding,,,,,,,West End,2012.79,No Presence (20km+),,,202512,202412
4875,Thursday Island,,,,,,,West End,1448.33,No Presence (20km+),,,202512,202412
4877,Port Douglas,0.189,5000.0,0.731,137.79,74.78,1.84,West End,1439.6,No Presence (20km+),,,202512,202412
4878,Smithfield (Qld),0.026,1445.0,0.327,36.47,33.2,1.1,West End,1399.62,No Presence (20km+),,,202512,202412
4879,Trinity Beach,0.062,5413.0,0.387,80.25,54.7,1.47,West End,1408.88,No Presence (20km+),0.089,-0.027,202512,202412
4880,Mareeba,,,,,,,West End,1416.54,No Presence (20km+),,,202512,202412
4881,Kuranda,,,,,,,West End,1408.36,No Presence (20km+),,,202512,202412
4882,Tolga,,,,,,,West End,1380.73,No Presence (20km+),,,202512,202412
4883,Atherton,,,,,,,West End,1366.47,No Presence (20km+),,,202512,202412
4884,Yungaburra,,,,,,,West End,1365.09,No Presence (20km+),,,202512,202412
4885,Peeramon,,,,,,,West End,1354.63,No Presence (20km+),,,202512,202412
4886,Millaa Millaa,,,,,,,West End,1340.48,No Presence (20km+),,,202512,202412
4890,Normanton,,,,,,,West End,1642.51,No Presence (20km+),,,202512,202412
ACT,ACT,1.597,2221498.0,5.549,116.72,68.49,1.7,,,,1.599,-0.002,202512,202412
AUS,AUS,0.942,77050213.0,2.966,133.65,59.46,2.25,,,,0.863,0.079,202512,202412
NSW,NSW,2.574,63519078.0,7.702,136.58,58.67,2.33,,,,2.308,0.266,202512,202412
QLD,QLD,0.526,9580291.0,1.89,127.04,62.02,2.05,,,,0.522,0.004,202512,202412
