postcode,total_population,num_sa1s,state,median_age,median_personal_income_weekly,median_hh_income_weekly,median_rent_weekly,median_mortgage_monthly,median_family_income_weekly,avg_household_size,pct_high_income_hh,pct_degree,pct_professional,pct_wfh,labour_force_participation_pct,unemployment_pct,seifa_irsad_score,seifa_irsad_decile,n_degree_total,n_prof_managerial,n_wfh,hh_total
4680,55340,134,QLD,37.42,832.41,1818.23,280.04,1607.98,2116.82,2.6,29.01,12.43,23.01,4.3,64.57,7.45,958.98,2.48,5353,5981,1099,20134
4694,639,3,QLD,42.94,719.3,1804.25,216.98,1538.78,2029.0,2.64,23.74,4.26,18.86,9.3,59.71,2.66,996.76,2.14,21,54,25,232
4695,1370,4,QLD,44.58,610.73,1453.23,202.71,1333.32,1721.06,2.57,20.87,3.96,19.31,6.5,51.12,6.33,936.94,1.36,43,99,34,470
4697,523,1,QLD,47.0,484.0,1142.0,200.0,1203.0,1458.0,2.6,16.67,4.47,25.32,8.86,42.5,11.7,913.42,1.0,19,40,14,168
4699,746,2,QLD,46.83,594.54,1255.08,218.1,1643.08,1532.8,2.54,21.94,4.34,24.8,12.45,53.12,4.33,923.24,2.0,26,77,39,265
4700,18218,56,QLD,39.73,745.79,1512.27,275.28,1329.06,1977.43,2.29,22.39,17.87,31.58,4.95,58.19,6.58,951.07,4.12,2691,2652,408,6973
4701,44390,111,QLD,37.65,801.85,1612.75,300.83,1431.43,1923.26,2.54,23.47,14.14,23.94,3.96,61.34,5.43,952.84,2.79,4988,5044,836,16321
4702,33431,88,QLD,39.39,800.02,1732.37,280.82,1512.45,1933.08,2.7,26.06,9.61,26.27,11.54,61.66,4.51,980.99,2.78,2494,4188,1867,11045
4703,25412,64,QLD,43.58,803.3,1777.09,360.42,1727.67,2045.96,2.57,28.27,15.4,28.23,7.48,59.22,4.48,1007.55,3.59,3189,3329,898,9181
4704,623,2,QLD,45.23,783.2,1815.37,263.24,1842.73,2060.39,2.54,27.51,8.66,32.66,22.74,64.4,3.94,1016.21,2.0,45,106,74,194
4705,1024,3,QLD,44.63,846.55,1667.28,136.78,385.81,1886.65,2.63,23.45,8.93,51.3,37.51,66.86,1.33,1029.44,5.07,76,291,212,344
4706,395,1,QLD,54.0,557.0,1140.0,120.0,867.0,1350.0,2.2,10.53,8.55,48.13,36.36,57.1,2.6,977.75,4.0,29,90,68,152
4707,679,3,QLD,48.69,830.76,1337.42,110.58,603.54,1773.49,2.35,18.62,7.23,36.22,26.39,54.65,2.76,963.13,2.17,41,115,84,251
4709,1157,5,QLD,32.87,1338.18,2801.74,66.75,818.62,2952.05,2.98,51.24,9.83,33.01,15.1,72.29,2.74,1043.98,3.84,83,191,83,331
4710,5805,12,QLD,47.65,664.7,1395.99,333.6,1648.95,1643.46,2.46,19.83,12.18,24.09,6.33,51.25,5.21,966.48,2.67,584,560,150,2147
4711,1792,5,QLD,43.82,904.02,2288.28,404.94,1873.42,2346.61,2.99,37.96,14.66,23.58,6.19,66.62,3.0,1059.54,3.64,213,223,58,585
4712,484,2,QLD,45.59,784.12,1384.51,103.11,1136.17,1875.49,2.42,14.57,5.78,42.88,20.07,63.92,2.17,939.28,3.41,22,105,50,176
4713,1019,1,QLD,23.0,361.0,684.0,120.0,0.0,707.0,3.3,4.76,4.37,26.8,0.0,38.0,22.3,492.48,1.0,29,52,0,273
4714,2936,10,QLD,52.8,464.7,846.08,208.36,839.43,1093.92,2.09,7.86,3.97,17.53,4.11,34.77,14.57,795.85,1.0,101,133,31,1172
4715,7760,27,QLD,37.13,902.14,1918.98,260.43,1501.55,2227.02,2.57,28.25,11.46,26.28,9.19,65.03,2.7,1003.14,2.81,691,1046,375,2662
4716,825,4,QLD,42.86,789.22,1759.48,212.72,1507.64,2060.49,2.51,26.84,6.07,31.23,20.44,69.7,4.26,994.78,2.59,40,142,95,308
4717,4916,17,QLD,31.78,1283.98,2436.74,206.24,1192.16,2779.38,2.62,41.76,8.49,16.43,4.46,67.89,4.76,968.97,1.62,316,398,109,1551
4718,2617,10,QLD,34.22,935.89,1789.59,206.1,1106.19,2150.49,2.56,28.22,9.32,27.27,11.82,59.66,3.3,958.77,2.46,185,338,162,848
4719,1256,4,QLD,40.13,899.33,1444.85,201.16,1493.28,1947.21,2.32,18.05,11.46,41.54,23.19,64.11,2.14,1013.4,4.33,115,271,155,456
4720,15711,40,QLD,32.95,1034.12,2216.66,331.17,1576.74,2491.88,2.76,36.58,14.01,25.9,6.13,73.15,3.22,1016.29,3.18,1639,2167,503,5221
4721,4364,13,QLD,37.04,1044.29,1907.19,181.58,998.37,2247.43,2.64,27.79,9.02,31.79,17.55,67.89,1.95,1010.74,2.99,303,743,418,1409
4722,1868,7,QLD,39.53,974.99,1905.26,168.78,765.01,2284.12,2.71,25.64,10.81,39.36,20.65,65.4,1.05,1027.7,4.69,160,383,205,589
4723,1700,4,QLD,36.17,994.76,1950.2,196.01,1609.39,2273.81,2.62,29.84,6.03,32.72,19.66,63.19,1.34,998.49,3.25,77,268,165,531
4724,1063,4,QLD,43.12,857.02,1441.2,111.62,558.12,1857.77,2.58,17.5,8.66,50.48,37.17,68.24,2.57,1009.28,4.57,74,291,213,372
4725,1555,5,QLD,43.61,875.83,1520.61,205.77,1236.18,2074.79,2.26,22.54,14.04,33.31,10.85,61.63,1.81,1010.01,4.2,175,251,86,585
4726,831,3,QLD,43.55,812.14,1449.92,131.29,939.44,1712.08,2.43,19.73,6.98,46.19,34.48,65.35,2.37,999.98,4.64,46,198,150,295
4727,310,1,QLD,43.0,806.0,1325.0,190.0,607.0,1708.0,2.2,13.08,9.27,40.13,29.3,64.9,2.5,978.89,5.0,23,63,46,107
4728,576,2,QLD,39.62,827.73,1325.72,92.66,543.02,1741.3,2.64,15.52,9.65,58.34,47.69,67.18,2.3,1004.57,6.0,43,171,139,188
4730,3427,14,QLD,38.94,978.92,1698.98,220.42,1175.11,2185.43,2.31,26.77,14.42,33.04,9.64,66.27,1.59,1006.54,4.48,401,595,176,1265
4731,218,1,QLD,54.0,663.0,1036.0,95.0,521.0,1281.0,2.2,12.5,6.99,41.35,25.96,60.7,2.7,954.76,2.0,13,43,27,88
4732,302,1,QLD,42.0,793.0,1281.0,86.0,563.0,1708.0,2.5,11.88,7.88,61.73,46.3,68.8,2.4,1005.83,6.0,19,100,75,101
4733,900,3,QLD,46.78,880.95,1402.44,207.0,1033.67,2033.08,2.2,18.88,8.65,41.02,19.85,61.82,1.29,1012.77,3.9,66,193,95,354
4735,1382,5,QLD,44.38,918.74,1459.22,182.07,998.82,2096.61,2.15,20.43,10.15,34.61,16.28,62.65,2.09,985.3,3.08,119,251,120,520
4736,308,1,QLD,38.0,991.0,1875.0,100.0,2000.0,2374.0,2.3,30.43,11.28,30.68,11.93,68.1,1.7,987.88,2.0,30,54,21,115
4737,8911,21,QLD,41.78,753.6,1736.63,304.44,1692.88,2012.92,2.61,26.66,6.84,19.02,6.82,57.5,4.82,968.29,1.6,493,768,278,3050
4738,1157,4,QLD,47.66,714.77,1629.69,233.36,1614.42,1848.47,2.57,25.9,5.06,26.72,16.38,56.51,2.7,973.34,1.67,48,140,86,400
4739,340,1,QLD,54.0,675.0,966.0,175.0,1300.0,1600.0,2.1,8.89,2.7,33.96,15.72,57.2,3.6,964.35,2.0,8,54,25,135
4740,86534,219,QLD,38.94,901.76,1925.78,348.43,1690.99,2240.11,2.56,30.11,13.8,25.34,4.51,64.21,4.21,998.38,3.15,9564,10947,1948,31212
4741,9797,35,QLD,44.63,832.82,1833.14,243.28,1696.26,2089.05,2.61,27.58,7.75,25.24,9.76,56.3,3.12,1003.74,2.31,624,1141,446,3144
4742,1527,5,QLD,38.36,1165.08,1848.04,324.77,843.81,2297.2,2.55,22.64,6.84,26.26,16.78,52.55,2.38,979.67,2.14,87,183,121,374
4743,782,4,QLD,35.56,1674.79,2175.72,283.03,516.18,2528.19,2.44,29.12,11.44,28.82,9.89,63.81,1.9,1042.7,3.33,72,114,36,182
4744,9416,22,QLD,31.05,1578.34,3020.47,213.79,1126.57,3374.17,2.79,54.22,12.31,19.59,3.14,70.58,2.33,1036.31,3.02,831,948,149,2636
4745,3098,13,QLD,33.34,1502.2,2249.38,133.17,577.6,2615.4,2.3,43.06,6.43,16.7,6.94,65.89,2.15,980.05,2.02,154,286,129,936
4746,2251,7,QLD,32.96,1559.04,2519.92,108.92,1157.61,3045.62,2.61,42.55,9.18,26.19,7.66,58.99,2.05,1030.77,3.25,157,301,103,549
4750,6093,14,QLD,37.39,947.17,2117.27,367.83,1724.84,2331.21,2.79,33.03,13.03,24.28,3.66,68.47,3.89,1024.4,3.16,614,747,112,2053
4751,4915,12,QLD,38.06,930.81,2195.22,337.51,1738.16,2417.97,2.72,35.62,7.79,21.16,5.65,67.11,2.49,1034.37,2.39,298,536,145,1650
4753,4885,8,QLD,34.06,1004.23,2400.4,355.08,1883.98,2555.83,3.02,39.9,8.12,21.23,6.42,69.78,3.04,1046.07,2.63,292,518,158,1518
4754,3908,10,QLD,39.3,829.91,1910.96,270.15,1743.02,2186.99,2.81,30.28,7.69,25.82,8.18,59.4,3.23,992.71,2.51,230,461,155,1188
4756,1020,4,QLD,47.46,588.42,1114.13,219.38,1430.54,1531.21,2.34,14.46,6.64,29.7,12.75,48.39,4.87,915.3,1.75,54,120,53,357
4757,485,2,QLD,46.28,506.15,931.99,223.9,1364.95,1298.89,2.49,12.66,8.16,32.27,13.92,45.32,3.53,868.88,2.0,31,58,25,159
4798,837,3,QLD,45.8,618.85,1403.26,221.54,1430.08,1575.41,2.45,18.7,5.97,23.39,6.03,53.45,4.47,917.11,1.28,39,83,25,281
4799,1297,5,QLD,50.69,560.48,1141.46,214.5,1412.69,1509.21,2.35,14.22,4.17,28.61,14.29,51.76,4.57,932.97,1.49,45,156,81,501
4800,10520,28,QLD,44.35,761.65,1607.72,318.99,1595.01,1870.56,2.55,22.46,9.67,25.38,8.84,60.27,3.76,991.63,2.37,817,1256,441,3724
4802,13616,30,QLD,37.0,888.33,1643.05,371.7,1625.14,1896.46,2.25,24.49,15.96,25.28,7.02,67.62,4.4,1000.95,3.67,1872,1884,505,4285
4804,2336,8,QLD,42.69,768.64,1335.06,188.85,1196.04,1765.54,2.36,16.95,5.93,22.39,8.62,49.89,6.91,922.58,1.4,114,206,81,758
4805,12197,29,QLD,42.72,737.38,1421.83,263.42,1472.38,1758.83,2.44,21.55,8.63,21.9,5.89,55.74,4.55,931.63,1.6,863,1162,315,4279
4806,3758,12,QLD,48.93,685.74,1296.87,207.73,1127.37,1666.9,2.39,17.22,7.68,25.5,8.13,54.2,3.88,961.1,2.05,243,434,149,1433
4807,11177,32,QLD,43.89,760.25,1453.9,226.78,1290.28,1869.08,2.31,21.15,9.59,25.82,6.29,59.12,3.32,969.75,2.29,893,1394,354,4292
4808,1154,4,QLD,45.14,764.78,1581.21,185.63,1303.75,1939.65,2.46,20.21,10.33,24.75,7.13,62.44,2.95,1003.68,2.38,96,143,42,425
4809,1183,5,QLD,45.16,707.01,1404.15,203.44,1297.97,1702.93,2.38,21.92,7.21,30.74,13.66,57.64,3.36,954.79,2.45,70,174,79,428
4810,22265,60,QLD,40.89,1001.25,1712.76,315.03,1676.25,2385.29,2.03,26.9,29.0,42.8,6.57,63.7,4.64,1012.93,6.72,5591,5019,771,9651
4811,14383,43,QLD,37.07,1164.13,1828.4,313.65,1423.59,2076.02,2.5,31.8,18.8,30.91,4.77,62.56,4.31,1015.03,4.88,2201,2260,337,5002
4812,19124,53,QLD,39.17,808.37,1403.53,269.1,1400.94,1938.66,2.17,20.75,20.25,31.32,5.16,61.23,5.91,952.21,4.44,3213,2890,470,7949
4814,47730,122,QLD,36.04,852.59,1761.41,319.15,1406.45,1961.75,2.51,27.48,20.15,29.4,4.5,63.37,5.82,985.6,4.73,7790,7066,1073,16344
4815,21823,56,QLD,36.14,750.69,1611.74,297.19,1408.35,1767.74,2.72,21.93,9.63,18.76,3.44,59.17,6.98,928.63,2.05,1645,1839,342,7511
4816,11645,34,QLD,43.38,706.34,1446.78,228.48,1513.12,1636.58,2.68,20.56,9.71,31.31,13.18,51.59,6.06,910.39,2.84,919,1545,744,3904
4817,30906,92,QLD,37.68,887.59,1877.27,339.54,1540.8,2065.18,2.72,29.78,15.23,25.88,4.66,66.99,4.78,999.74,3.87,3706,4125,725,10876
4818,32697,80,QLD,33.66,994.51,2094.55,352.93,1678.93,2243.06,2.84,33.7,14.7,25.65,5.18,71.71,4.08,1025.58,3.92,3569,4368,861,10895
4819,2477,10,QLD,57.62,626.19,1016.33,289.18,1405.81,1400.51,1.92,12.73,22.62,37.73,14.98,47.35,5.96,979.98,4.64,506,373,147,1063
4820,11010,32,QLD,41.34,673.46,1409.81,248.49,1234.92,1776.25,2.4,17.68,9.64,28.27,8.1,53.62,5.25,936.71,2.22,847,1276,403,3815
4821,1501,6,QLD,42.25,813.36,1372.33,138.61,874.96,1771.77,2.3,15.52,10.21,35.0,17.82,61.52,2.81,970.09,3.23,125,272,150,544
4822,1025,5,QLD,36.96,888.27,1653.41,179.57,389.09,1945.84,2.63,20.14,7.53,35.99,16.95,67.47,2.46,974.49,2.68,62,201,101,316
4823,1921,7,QLD,35.14,1021.46,1713.23,154.92,766.58,2168.05,2.51,26.07,6.31,34.96,29.3,68.51,0.88,983.58,3.33,100,380,326,537
4824,3891,10,QLD,33.91,1197.77,1776.29,243.67,1350.34,2262.69,2.47,27.22,10.9,24.34,7.83,64.38,4.13,962.18,2.49,340,482,161,1123
4825,19656,57,QLD,31.65,1149.07,2197.02,282.47,1512.65,2571.47,2.61,36.97,13.6,24.91,3.24,68.44,4.57,972.04,3.12,2062,2491,348,6652
4828,406,2,QLD,35.75,1015.95,1451.48,158.26,449.13,2239.4,2.45,29.36,7.33,23.27,16.19,56.53,2.92,848.6,2.25,25,50,36,93
4829,729,3,QLD,35.98,1019.27,1677.61,119.91,930.5,2015.83,2.36,21.83,8.55,30.09,15.02,68.98,4.61,904.64,2.04,52,116,60,222
4830,1807,4,QLD,27.32,476.92,1274.59,124.87,619.98,1166.96,3.76,13.24,7.31,35.72,4.56,35.86,14.12,628.48,1.42,96,155,33,412
4849,1582,7,QLD,59.43,532.54,861.67,254.13,1272.05,1161.99,1.96,5.38,7.41,18.97,8.23,39.33,8.12,876.16,1.42,105,95,45,697
4850,11119,37,QLD,51.32,648.46,1216.33,200.96,1166.89,1566.54,2.21,15.25,8.06,26.44,7.01,52.48,4.59,952.27,2.02,761,1302,355,4525
4852,4349,15,QLD,48.91,684.92,1241.06,298.1,1453.59,1509.97,2.2,16.84,16.56,32.18,11.33,54.54,4.75,984.62,3.83,605,605,211,1704
4854,5535,25,QLD,43.45,690.33,1315.03,247.46,1212.79,1550.18,2.44,17.43,6.7,23.07,7.07,57.33,4.03,937.64,1.52,305,581,178,2026
4855,1190,5,QLD,46.85,645.42,1249.37,253.84,1302.68,1456.23,2.34,17.45,9.42,28.02,14.76,54.7,4.87,988.05,2.95,94,142,76,433
4856,1378,5,QLD,45.18,648.89,1323.85,253.99,1145.81,1537.55,2.43,16.91,7.93,25.88,10.85,56.52,4.23,963.38,1.99,91,163,70,513
4858,1797,4,QLD,43.39,735.08,1426.92,269.85,1389.19,1752.61,2.53,21.12,7.98,26.62,7.83,59.95,3.51,978.03,2.56,114,221,65,653
4859,911,3,QLD,43.78,661.34,1474.58,262.41,1089.71,1644.4,2.48,14.43,8.75,21.44,8.21,54.3,3.2,964.0,2.25,65,87,35,304
4860,12111,42,QLD,43.16,654.22,1233.1,245.6,1236.69,1517.33,2.41,14.05,10.14,26.27,6.37,54.8,6.69,904.28,2.26,1001,1359,347,4515
4861,1946,7,QLD,48.87,612.29,1233.73,223.84,1174.84,1536.12,2.35,13.37,10.68,31.11,11.92,52.55,7.26,943.21,2.43,175,252,97,749
4865,8879,21,QLD,39.8,831.4,1810.24,362.88,1676.1,2012.33,2.7,28.3,12.33,25.33,10.03,64.0,4.83,1002.39,3.5,863,1096,438,2954
4868,23192,53,QLD,38.42,792.86,1620.05,357.68,1497.49,1825.72,2.58,21.98,15.3,26.4,10.43,62.19,6.47,967.67,3.61,2838,2939,1155,8152
4869,20632,43,QLD,33.22,819.63,1782.86,372.73,1517.93,1923.05,2.91,24.11,11.44,21.77,9.06,65.78,6.23,975.3,2.87,1762,2120,893,6569
4870,75156,183,QLD,39.87,854.97,1686.31,368.2,1546.07,2000.69,2.41,24.97,22.08,33.43,11.39,61.97,6.46,966.09,5.1,13599,12360,4221,27566
4871,13753,41,QLD,42.72,629.54,1359.44,219.07,1345.8,1536.68,2.81,16.87,8.13,32.13,14.25,52.89,10.26,889.6,2.71,933,1812,873,4468
4872,6004,18,QLD,45.05,673.22,1278.68,233.38,1339.06,1608.54,2.39,17.92,8.67,34.93,18.89,42.16,5.15,938.81,3.46,444,738,390,1771
4873,7016,22,QLD,46.07,669.26,1298.65,271.95,1402.68,1574.26,2.35,15.01,12.16,24.2,10.45,55.82,4.65,955.93,2.73,704,765,333,2630
4874,5815,20,QLD,30.41,1223.89,2357.11,399.76,1585.08,2589.69,2.98,38.82,10.71,23.96,4.14,64.17,6.19,950.35,3.04,464,645,116,1650
4875,7543,28,QLD,28.19,656.4,1439.97,157.33,856.04,1407.34,3.39,15.6,8.55,33.19,2.94,51.07,8.83,764.54,3.27,471,855,86,1966
4876,2808,14,QLD,23.72,618.42,1329.86,123.77,149.75,1297.14,3.53,16.77,6.62,25.0,1.62,53.32,14.68,702.06,2.51,123,231,23,691
4877,5584,15,QLD,44.23,827.58,1503.47,367.84,1518.25,1869.25,2.19,19.54,20.04,28.65,11.0,60.77,3.71,1015.12,4.39,1006,810,315,2016
4878,15484,43,QLD,41.21,808.45,1696.28,378.74,1622.26,1990.7,2.42,25.39,20.86,32.24,12.46,64.02,5.5,1007.49,5.41,2659,2494,957,5927
4879,22485,51,QLD,43.46,866.38,1783.19,432.56,1710.3,2057.4,2.47,27.61,22.59,35.1,14.71,64.47,4.8,1033.54,5.81,4167,3958,1649,8549
4880,14504,31,QLD,41.33,707.19,1386.94,290.84,1440.66,1662.03,2.5,19.52,10.2,25.93,8.58,51.16,5.66,930.9,2.47,1219,1516,491,4788
4881,4833,16,QLD,46.9,637.22,1384.94,308.93,1566.45,1642.82,2.51,20.45,19.6,32.78,17.49,52.38,7.59,967.56,4.99,783,647,353,1737
4882,3184,7,QLD,43.84,746.4,1554.23,302.95,1603.58,1808.31,2.5,22.99,13.54,27.91,7.3,57.81,2.38,1012.45,3.16,351,421,111,1146
4883,8949,23,QLD,45.94,653.91,1183.48,286.05,1412.34,1543.66,2.31,15.37,13.79,28.89,8.49,52.13,5.04,949.87,2.85,1020,1076,330,3490
4884,1917,6,QLD,52.93,700.32,1331.07,269.41,1442.22,1685.99,2.27,19.32,21.97,36.96,13.88,54.19,3.68,1022.22,5.04,355,311,119,757
4885,4020,13,QLD,50.65,647.82,1264.51,271.55,1358.83,1525.93,2.41,17.2,17.37,33.96,13.21,52.93,4.39,977.42,3.98,571,574,234,1491
4886,971,3,QLD,50.09,536.84,1058.04,234.55,1118.8,1313.56,2.3,8.12,11.45,41.06,15.97,50.15,4.8,939.89,4.03,93,158,62,371
4887,2371,7,QLD,46.63,506.36,945.15,210.22,1085.31,1248.53,2.23,11.65,9.65,26.54,7.93,42.18,7.74,905.06,2.37,188,197,63,858
4888,3358,9,QLD,52.03,476.42,871.13,237.87,1102.22,1104.77,2.25,8.03,8.9,28.34,11.61,43.83,10.61,874.32,2.01,253,323,132,1314
4890,1601,5,QLD,29.9,770.58,1719.04,166.25,925.04,1773.4,2.98,19.83,8.02,27.3,7.46,59.38,8.38,834.99,1.42,94,180,72,445
4891,764,2,QLD,44.85,764.72,1261.88,198.25,823.2,1635.36,2.09,11.63,6.82,21.86,15.36,63.14,3.25,931.32,1.0,47,92,74,303
4892,6046,17,QLD,32.18,446.78,1088.1,125.28,135.4,1012.25,3.29,10.57,5.21,32.87,6.72,42.93,20.3,650.17,1.84,250,571,205,1499
4895,5145,14,QLD,41.24,595.99,1085.17,188.18,1082.39,1392.03,2.44,12.68,11.42,33.12,6.94,47.58,10.5,846.06,2.99,477,598,144,1738
9494,26646,3,ACT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.13,26.61,15.54,0.0,0.0,,,3379,1591,919,0
9797,183,7,NSW,39.0,1196.0,1749.0,0.0,0.0,2750.0,1.5,0.0,2.19,34.48,0.0,19.2,5.7,,,4,10,0,3
