postcode,total_population,num_sa1s,state,median_age,median_personal_income_weekly,median_hh_income_weekly,median_rent_weekly,median_mortgage_monthly,median_family_income_weekly,avg_household_size,pct_high_income_hh,pct_degree,pct_professional,pct_wfh,labour_force_participation_pct,unemployment_pct,seifa_irsad_score,seifa_irsad_decile,n_degree_total,n_prof_managerial,n_wfh,hh_total
2647,2941,8,NSW,50.95,668.53,1329.08,267.02,1496.85,1607.06,2.35,18.11,9.9,30.44,10.86,51.57,2.14,1016.75,3.6,239,397,147,1103
2648,3165,12,NSW,50.26,667.77,1273.49,166.42,1002.2,1549.76,2.28,13.54,9.15,36.93,17.82,50.32,4.48,949.09,3.31,246,494,253,1130
2649,930,4,NSW,48.28,713.81,1474.99,226.18,1453.69,1780.2,2.51,22.35,17.66,39.18,21.94,59.68,2.19,1042.44,4.74,130,177,99,338
2650,64298,161,NSW,37.73,864.99,1762.04,314.32,1557.62,2063.38,2.55,27.1,20.17,33.26,8.8,64.51,4.42,990.13,5.01,10324,10974,2952,24008
2651,3080,7,NSW,28.21,923.99,1736.67,313.45,1339.98,1972.27,2.73,20.63,12.12,19.61,4.99,71.37,2.71,1000.34,3.83,278,317,83,830
2652,8762,27,NSW,41.19,824.83,1719.83,223.31,1330.02,1989.26,2.73,26.73,14.18,44.77,20.34,66.61,2.19,1034.21,5.13,972,2030,932,2961
2653,2846,9,NSW,47.09,713.03,1329.21,221.23,1157.88,1626.77,2.33,19.09,12.34,31.55,14.05,53.48,2.89,960.46,2.94,286,392,172,1053
2655,1675,7,NSW,43.78,675.71,1517.02,230.93,1332.33,1820.93,2.68,21.52,12.84,32.44,12.86,57.35,3.3,996.03,4.08,165,250,106,578
2656,2081,7,NSW,46.97,731.64,1416.57,178.43,1160.11,1730.0,2.54,14.85,11.73,46.29,19.31,61.03,2.49,1003.71,5.07,193,477,207,774
2658,1564,4,NSW,49.65,617.74,1172.38,183.62,858.89,1436.98,2.43,16.82,12.19,36.06,17.44,51.03,4.14,956.71,3.99,158,239,120,603
2659,1148,4,NSW,44.96,657.67,1345.84,245.38,1054.86,1699.02,2.39,17.64,10.58,36.78,20.05,59.11,4.38,971.74,4.4,99,205,118,417
2660,1752,5,NSW,44.42,627.36,1283.35,206.31,1098.53,1621.98,2.49,18.12,12.88,34.77,12.28,53.96,3.81,968.37,3.81,179,267,102,656
2661,499,1,NSW,23.0,969.0,2522.0,255.0,2857.0,2545.0,3.5,44.87,11.95,32.95,6.59,91.7,1.4,1133.62,8.0,46,115,23,78
2663,5994,16,NSW,41.39,786.55,1651.95,207.11,1412.39,1959.15,2.57,24.99,9.25,28.12,10.05,49.52,4.41,927.3,2.58,448,674,252,1945
2665,2895,10,NSW,46.39,687.3,1271.75,149.74,738.6,1590.47,2.47,16.44,12.01,48.68,21.93,59.89,3.91,983.78,5.01,272,678,323,1097
2666,7463,23,NSW,46.15,695.61,1383.72,218.6,1180.23,1731.48,2.44,18.74,12.23,37.98,14.9,59.41,2.6,992.58,4.11,743,1376,568,2865
2668,867,4,NSW,45.67,681.97,1308.53,143.57,763.17,1615.45,2.59,17.6,10.31,51.03,28.57,55.85,4.37,978.7,5.58,69,208,114,318
2669,1756,8,NSW,44.16,693.61,1210.14,106.32,609.65,1690.55,2.42,13.63,8.96,52.45,25.33,61.34,4.18,1000.77,5.61,124,448,222,656
2671,4937,15,NSW,42.01,773.49,1495.55,215.33,1155.67,1882.84,2.43,20.26,10.69,33.8,13.66,61.86,2.19,1004.58,3.52,419,813,336,1874
2672,1514,7,NSW,39.76,614.5,1167.81,144.57,932.16,1455.53,2.4,13.74,7.66,36.92,7.39,52.71,7.22,937.67,3.59,90,230,50,546
2675,1662,5,NSW,36.23,848.31,1533.07,213.44,889.21,1804.33,2.39,19.68,11.56,29.92,8.87,64.74,2.46,960.53,3.23,157,263,82,569
2678,1338,2,NSW,24.73,894.63,2508.53,377.9,1318.95,2683.04,2.61,42.48,25.48,32.09,6.69,74.76,8.45,1102.63,9.0,252,242,50,306
2680,25842,65,NSW,38.13,836.81,1752.36,302.43,1422.81,2002.77,2.7,27.23,13.89,28.1,5.03,64.56,3.14,972.84,3.04,2899,3741,672,8792
2681,2248,7,NSW,39.32,830.67,1673.76,229.07,1226.9,2091.48,2.71,24.73,11.37,34.16,13.0,69.86,3.21,1021.16,3.71,202,417,160,790
2700,5624,21,NSW,43.75,679.36,1212.56,198.31,1067.69,1550.21,2.39,15.46,11.03,30.91,11.11,54.13,5.79,930.73,2.8,497,762,273,2080
2701,2708,6,NSW,41.57,786.88,1614.5,265.1,1394.83,1900.51,2.62,25.39,15.32,36.01,13.05,62.86,3.1,1012.85,4.02,329,487,186,977
2702,1170,4,NSW,46.3,673.28,1337.05,191.32,881.85,1689.79,2.5,18.79,11.34,39.93,13.97,55.25,2.88,977.48,3.44,106,208,76,453
2703,741,3,NSW,32.72,397.75,1518.49,182.27,1714.3,1778.06,2.76,17.17,6.23,25.11,8.5,51.44,4.46,966.59,2.26,34,66,20,189
2705,11345,34,NSW,39.02,763.12,1512.23,244.04,1264.95,1827.5,2.55,21.98,10.95,29.25,7.9,59.13,3.85,952.68,2.74,990,1517,415,3953
2706,1686,6,NSW,42.25,790.38,1456.05,202.83,936.56,1809.93,2.48,17.1,8.89,31.5,10.99,60.02,4.15,958.08,3.02,117,258,91,594
2707,1538,7,NSW,42.45,883.71,1727.8,196.94,674.51,1914.01,2.55,18.58,14.32,47.35,18.94,71.11,1.37,1037.32,5.46,178,421,171,563
2710,10686,37,NSW,46.67,711.99,1332.54,215.56,1115.69,1694.75,2.29,17.48,11.67,34.43,12.09,56.51,3.68,970.94,3.66,1026,1726,640,4168
2711,4207,17,NSW,45.45,767.99,1413.01,189.34,1011.14,1807.51,2.43,18.51,9.33,37.31,14.18,60.55,3.39,977.28,3.84,321,791,310,1557
2712,1530,6,NSW,51.92,641.84,1275.58,189.19,1043.61,1462.48,2.33,15.21,11.26,34.06,13.88,52.09,3.43,952.74,3.68,143,263,114,603
2713,3140,10,NSW,48.53,665.27,1188.15,171.78,974.29,1570.36,2.31,13.8,11.84,35.11,14.59,55.76,3.53,963.05,3.95,298,530,230,1169
2714,3723,8,NSW,54.62,596.9,1122.52,224.7,1304.31,1478.21,2.24,14.31,10.81,35.99,14.24,47.11,2.81,992.81,3.64,333,556,230,1399
2715,2044,6,NSW,46.06,751.08,1395.0,169.95,1131.4,1811.02,2.46,18.92,8.5,38.92,14.59,56.95,3.18,963.42,3.86,140,363,143,714
2716,1608,9,NSW,48.34,792.01,1479.57,193.7,939.15,1822.98,2.39,17.65,12.22,40.2,18.3,61.44,2.68,1009.53,4.6,161,352,165,593
2717,1332,6,NSW,45.2,602.92,1260.4,183.58,916.32,1470.71,2.55,15.9,6.98,23.27,8.75,44.9,12.78,914.25,2.52,77,128,51,444
2720,8710,28,NSW,43.18,711.86,1400.19,255.21,1398.88,1774.65,2.41,20.56,11.78,26.11,7.78,57.62,5.02,953.22,2.69,835,1033,314,3319
2721,619,2,NSW,41.21,697.8,1428.58,193.77,896.85,1769.15,2.79,18.87,11.02,50.93,27.38,62.22,3.57,1009.8,6.0,52,142,76,207
2722,4679,14,NSW,43.82,735.84,1482.81,212.47,1268.79,1848.06,2.49,21.42,11.08,32.94,13.63,57.91,3.1,977.08,3.18,420,708,299,1661
2725,390,2,NSW,54.25,658.5,1171.65,167.52,980.55,1357.39,2.19,13.76,10.78,29.28,15.59,49.69,8.3,937.76,3.82,36,55,29,162
2726,346,1,NSW,45.0,773.0,1387.0,203.0,975.0,1825.0,2.4,20.16,15.66,52.94,28.34,67.1,1.6,1028.93,6.0,44,99,53,129
2727,634,2,NSW,39.7,875.8,1882.39,152.31,1329.69,2272.87,2.64,27.34,16.6,47.04,27.06,63.54,0.9,1043.86,6.06,83,146,84,207
2729,1743,5,NSW,46.87,711.17,1406.09,214.57,1301.4,1676.55,2.49,20.77,13.62,35.01,15.76,61.45,3.67,981.47,3.5,191,298,139,664
2730,1877,6,NSW,47.97,678.96,1237.79,197.0,1109.98,1546.62,2.37,16.12,11.74,30.78,13.98,55.75,4.84,941.67,2.82,175,262,126,728
2731,8131,21,NSW,48.53,715.51,1537.14,338.62,1608.8,1782.13,2.48,21.5,14.49,35.67,12.1,56.25,3.23,1022.22,3.59,959,1327,452,3027
2732,2833,8,NSW,52.19,648.87,1269.56,181.46,1204.88,1560.07,2.35,18.85,11.58,42.08,18.03,58.56,2.7,999.68,4.53,278,607,270,1109
2733,1236,4,NSW,44.71,719.54,1341.09,126.17,880.94,1654.31,2.41,17.3,10.26,46.99,24.34,60.47,1.42,996.89,5.51,101,289,155,427
2734,1115,4,NSW,43.93,825.07,1755.04,207.78,1455.94,1991.3,2.81,31.31,13.61,53.13,23.35,68.53,0.94,1047.83,7.18,124,325,142,366
2735,748,2,NSW,45.0,682.09,1434.25,232.94,1274.87,1628.32,2.68,26.88,11.79,43.43,16.31,67.22,3.16,1026.36,5.05,72,178,66,264
2736,439,2,NSW,40.31,690.23,1388.22,182.26,1020.98,1948.6,2.54,19.21,8.87,34.96,13.84,56.73,4.61,920.93,4.31,33,66,25,142
2737,1207,3,NSW,40.58,756.23,1527.81,208.1,1047.43,1720.36,2.65,19.3,6.81,37.75,16.09,57.57,2.3,991.5,3.34,64,210,94,366
2738,2812,8,NSW,40.29,901.01,1930.19,238.93,1650.42,2198.5,2.78,31.03,14.09,38.36,12.76,65.95,2.32,1051.4,4.78,309,534,176,943
2739,2140,6,NSW,38.71,829.95,1730.16,201.1,1531.71,2091.29,2.75,26.88,13.49,34.78,9.63,63.21,3.97,1001.43,4.38,226,355,100,706
2745,31970,77,NSW,35.43,1026.64,2591.47,493.87,2462.19,2693.88,3.19,47.89,20.83,33.17,30.04,71.92,2.9,1057.6,5.53,5083,5703,5161,9901
2747,54410,125,NSW,33.76,896.7,1989.92,440.5,2164.86,2145.23,2.9,32.76,20.09,28.08,25.5,64.7,4.99,989.96,4.02,8178,7246,6576,18130
2748,1794,6,NSW,46.77,848.62,2287.0,508.83,2651.16,2455.82,3.17,43.65,16.78,33.65,29.58,59.24,3.32,1035.52,4.72,259,294,259,550
2749,17040,47,NSW,34.09,905.58,2133.69,424.11,2247.04,2284.47,2.99,37.77,14.75,26.88,24.85,66.11,4.79,996.37,3.58,1949,2326,2163,5489
2750,50175,118,NSW,38.78,861.33,1787.77,412.23,2067.7,2107.36,2.49,28.69,17.87,30.51,27.84,60.67,4.64,990.08,4.26,7380,7385,6748,19498
2752,6290,18,NSW,36.09,978.25,2388.86,447.61,2419.1,2494.75,3.13,45.86,12.33,25.86,24.35,68.81,2.49,1048.14,3.35,599,849,799,1956
2753,17639,48,NSW,40.35,835.04,1950.93,434.02,2173.11,2152.21,2.76,32.12,15.7,28.77,23.91,60.61,3.62,1010.65,4.25,2303,2429,2032,6053
2754,7068,17,NSW,41.06,855.23,1906.28,433.03,2297.34,2085.34,2.68,32.02,17.24,29.99,27.51,60.75,3.29,1022.32,4.7,971,994,852,2586
2756,36760,103,NSW,37.31,884.53,2122.97,440.68,2365.09,2306.15,2.91,36.03,13.53,27.99,24.22,66.09,3.14,1021.63,3.98,3945,5225,4520,12223
2757,851,2,NSW,43.79,828.31,1940.85,478.86,2426.2,2008.86,2.83,40.46,18.93,35.19,27.42,61.74,3.2,1050.5,5.0,132,149,116,284
2758,9094,26,NSW,43.45,928.98,2434.83,487.14,2510.97,2579.18,2.98,44.34,21.55,35.09,29.96,66.05,2.71,1074.34,6.16,1621,1675,1429,3007
2759,26427,65,NSW,36.15,861.96,2131.63,446.12,2140.02,2233.24,3.07,36.97,15.29,23.9,24.54,64.06,4.44,1006.87,3.15,3221,3092,3167,8281
2760,37624,71,NSW,33.95,773.54,1631.59,394.96,1967.76,1830.6,2.83,23.34,16.95,22.78,22.22,56.18,6.66,928.83,2.67,4759,3460,3385,12496
2761,34700,79,NSW,33.75,860.91,2268.05,451.48,2231.84,2292.45,3.39,39.1,25.23,26.83,25.91,63.63,5.11,1000.69,4.46,6688,4359,4216,9755
2762,22458,42,NSW,31.7,1168.92,2779.43,544.4,2741.21,2797.59,3.26,53.23,46.43,46.68,45.08,74.08,4.53,1081.76,8.12,7460,5380,5197,6728
2763,34599,82,NSW,34.98,958.81,2421.22,473.84,2341.86,2494.67,3.12,44.74,34.68,38.19,37.77,67.6,4.98,1047.56,6.64,9183,6606,6526,10753
2765,46138,103,NSW,34.09,1069.16,2548.02,531.06,2663.61,2598.61,3.19,50.53,35.3,39.56,36.66,69.08,3.9,1065.95,6.89,11611,8936,8279,13543
2766,17064,39,NSW,38.12,758.03,1994.18,417.4,2078.42,2087.57,3.26,32.78,25.71,26.81,24.25,55.73,7.02,963.35,3.86,3439,1889,1697,4851
2767,23374,52,NSW,36.64,777.32,2044.99,402.16,2152.77,2090.5,3.18,35.42,29.91,29.76,27.05,58.11,6.8,962.6,4.97,5551,3185,2889,7063
2768,28866,63,NSW,37.2,976.91,2918.16,563.02,2527.13,2877.48,3.27,57.47,39.78,47.11,45.08,65.93,4.43,1083.42,8.38,8941,6742,6441,8089
2769,16624,30,NSW,35.48,1228.23,3313.5,632.95,2957.1,3262.67,3.57,63.44,48.87,52.69,51.8,71.75,4.26,1105.46,8.95,5676,4254,4170,4604
2770,61531,162,NSW,32.93,584.7,1381.01,332.99,1790.52,1523.57,3.02,18.4,12.84,17.99,17.55,46.19,9.98,820.3,2.03,5991,3750,3640,18720
2773,6227,17,NSW,44.44,1011.62,2532.17,477.26,2430.02,2983.0,2.78,46.58,39.02,51.5,43.12,64.21,3.31,1099.91,8.83,1980,1622,1357,2190
2774,13146,35,NSW,40.17,945.62,2243.89,444.49,2273.83,2564.01,2.75,41.68,32.9,45.41,38.77,63.98,3.53,1070.6,7.79,3417,2920,2490,4683
2775,2707,8,NSW,50.16,701.86,1396.3,280.9,1973.62,1937.21,2.27,21.34,16.47,35.53,25.43,53.38,4.83,996.75,4.31,393,430,310,1082
2776,4148,10,NSW,40.56,930.44,2166.35,458.41,2065.27,2429.32,2.72,37.78,32.23,43.72,36.16,63.49,2.42,1070.32,7.84,1058,895,741,1490
2777,17812,41,NSW,44.31,892.38,2044.55,429.7,2157.17,2394.6,2.63,37.07,28.95,42.39,34.95,61.74,3.32,1069.67,7.43,4197,3624,2997,6616
2778,2432,8,NSW,45.53,850.85,1936.53,425.4,1991.34,2259.21,2.52,29.71,32.8,44.81,35.46,62.26,3.87,1057.05,7.73,671,546,431,956
2779,5859,13,NSW,42.06,779.68,1747.26,390.55,1940.44,2116.52,2.56,29.04,29.6,39.39,33.62,61.03,4.19,1030.12,7.0,1401,1093,929,2193
2780,13340,38,NSW,50.1,699.21,1256.54,389.42,1724.12,1798.5,2.07,19.68,33.76,44.56,34.52,51.7,5.44,992.65,7.12,3939,2523,1951,6049
2782,6441,15,NSW,49.95,739.9,1560.42,429.9,2086.79,2014.07,2.33,26.15,35.27,46.14,38.02,50.59,4.38,1043.33,7.77,1896,1200,985,2587
2783,3380,8,NSW,43.73,736.47,1562.85,385.77,1844.02,2002.82,2.4,24.45,30.24,40.33,33.73,60.87,4.49,1016.15,6.85,848,657,549,1367
2784,1299,3,NSW,45.38,729.78,1745.54,413.42,1965.25,2070.45,2.47,30.76,29.61,41.43,35.41,59.91,2.52,1058.31,8.0,320,259,222,498
2785,5176,13,NSW,52.42,749.59,1392.4,368.03,1804.78,1847.27,2.09,19.29,36.31,46.83,36.53,50.98,3.93,1021.95,7.8,1615,1017,789,2286
2786,1589,6,NSW,50.74,735.96,1473.6,357.14,1885.22,1901.48,2.16,22.36,32.03,42.25,31.73,53.02,3.86,1026.94,7.28,437,295,220,697
2787,6431,24,NSW,48.45,747.34,1454.17,283.58,1645.58,1861.52,2.28,22.14,16.29,33.23,16.2,53.46,3.47,988.39,3.91,899,935,457,2425
2790,16492,47,NSW,47.31,652.64,1333.93,280.0,1561.27,1700.71,2.25,20.92,12.08,25.25,12.75,50.61,5.96,939.59,2.62,1679,1738,884,6614
2791,628,2,NSW,46.85,951.61,1846.68,225.64,2039.91,2225.46,2.42,30.18,15.7,46.12,21.19,67.21,3.65,1041.3,6.23,82,158,75,241
2792,1498,3,NSW,46.79,870.31,1759.06,216.96,1753.5,2035.47,2.46,26.83,15.78,45.45,25.17,65.28,2.62,1031.47,5.64,197,361,199,550
2793,1527,5,NSW,55.3,533.31,1032.91,205.72,1065.36,1294.37,2.23,9.99,9.93,37.69,21.11,43.85,5.05,935.36,4.14,132,227,123,586
2794,11543,37,NSW,46.13,625.88,1167.69,231.99,1232.87,1497.84,2.3,13.28,10.03,29.61,8.83,52.11,5.72,933.11,2.99,957,1470,456,4621
2795,47447,125,NSW,40.6,830.61,1729.28,330.74,1658.52,2003.33,2.5,26.69,18.53,30.71,12.16,60.28,4.19,993.15,4.34,7141,7037,2781,17333
2797,762,2,NSW,48.67,721.67,1369.0,243.33,1482.67,1752.67,2.33,21.28,11.23,29.95,19.29,59.73,3.43,962.87,2.33,71,110,71,292
2798,3587,9,NSW,43.79,972.4,2221.79,280.69,2173.45,2496.43,2.72,39.47,25.75,43.44,19.69,65.46,1.99,1080.68,7.16,728,797,364,1201
2799,5478,16,NSW,41.79,793.07,1663.02,262.93,1616.3,1977.01,2.51,24.5,14.51,29.68,12.49,62.69,5.0,984.53,3.56,639,816,350,2064
2800,49125,126,NSW,38.58,885.62,1837.2,353.6,1720.24,2188.0,2.56,29.95,21.69,34.19,10.98,63.45,3.67,1007.58,5.04,8368,8270,2715,18050
2803,335,1,NSW,54.0,682.0,1226.0,200.0,1192.0,1420.0,2.3,17.27,9.38,43.4,25.79,55.6,2.5,995.85,4.0,27,69,41,139
2804,3104,9,NSW,48.12,667.54,1298.41,226.45,1253.61,1627.34,2.38,16.76,13.13,39.51,15.08,53.76,3.97,980.59,4.3,337,548,215,1180
2805,1056,3,NSW,48.28,643.5,1346.01,269.74,1318.19,1777.11,2.54,21.82,11.64,44.64,20.48,56.41,2.34,1016.3,5.3,100,217,99,369
2806,1015,3,NSW,48.16,738.36,1404.54,204.7,1377.52,1763.91,2.32,18.54,9.27,32.82,12.12,53.74,1.91,970.78,3.65,77,156,59,360
2807,1229,4,NSW,50.16,655.61,1240.69,193.94,1178.22,1498.74,2.29,13.66,7.35,39.74,17.87,53.0,4.05,957.81,3.59,76,226,106,495
2808,431,2,NSW,56.0,585.06,1031.87,146.4,1019.21,1454.59,2.11,12.92,12.13,35.34,21.21,44.53,3.41,978.88,6.07,46,60,36,170
2809,289,1,NSW,52.0,571.0,1107.0,200.0,672.0,1437.0,2.3,19.66,12.65,52.99,28.36,56.9,4.3,1002.15,7.0,31,71,38,117
2810,3315,12,NSW,51.83,596.27,1104.13,186.84,912.86,1412.54,2.21,12.93,10.06,39.09,15.81,51.04,5.25,956.46,3.85,280,570,246,1379
2817,361,1,NSW,45.0,734.0,1176.0,148.0,1083.0,1600.0,2.3,18.66,16.78,63.08,34.36,67.7,2.5,1028.37,7.0,50,123,67,134
2818,1819,4,NSW,43.54,820.65,1659.65,277.89,1747.62,1882.88,2.61,23.54,14.35,38.76,16.73,65.64,2.84,1040.91,4.65,208,367,161,640
2820,8149,21,NSW,41.85,657.94,1260.21,231.16,1301.1,1541.49,2.39,15.1,9.58,30.1,13.05,46.34,6.44,921.49,3.1,633,880,383,2709
2821,4767,14,NSW,39.64,729.55,1381.02,239.82,1320.26,1758.16,2.55,20.16,10.84,28.85,10.07,55.86,4.89,957.69,3.03,399,608,221,1669
2822,773,2,NSW,45.38,679.22,1360.62,182.73,1413.02,1603.45,2.67,25.52,11.18,37.88,23.26,60.4,1.32,996.45,4.04,71,140,86,252
2823,1336,4,NSW,43.6,767.17,1361.47,183.88,1068.38,1724.62,2.4,20.51,11.83,38.34,12.96,55.92,4.16,956.13,4.34,126,241,95,478
2824,2118,7,NSW,46.75,736.0,1364.58,214.29,1116.48,1714.63,2.33,18.12,11.55,32.02,11.62,54.58,5.9,940.54,3.63,193,308,118,797
2825,3227,10,NSW,41.34,813.09,1561.39,192.54,1206.14,2009.15,2.52,22.66,12.38,36.56,14.24,64.39,3.07,983.59,3.98,320,607,239,1185
2826,218,1,NSW,45.0,832.0,1375.0,158.0,2000.0,1937.0,2.6,28.95,14.44,55.2,24.0,69.4,1.6,1048.25,7.0,26,69,30,76
2827,4039,15,NSW,45.49,637.7,1172.62,183.15,1014.6,1389.65,2.37,14.82,10.15,35.4,14.55,53.48,5.53,924.65,3.24,326,627,269,1495
2828,1621,6,NSW,43.15,731.69,1260.32,152.54,744.53,1701.47,2.4,17.55,14.26,54.36,26.52,60.67,5.92,981.5,6.34,182,430,214,579
2829,3163,11,NSW,38.84,682.93,1302.37,184.91,978.14,1586.63,2.41,15.46,10.47,32.75,8.03,50.48,7.07,888.67,3.1,256,420,120,1084
2830,46322,115,NSW,37.48,883.09,1757.92,325.13,1571.91,2044.8,2.58,26.83,18.5,30.47,8.53,63.69,3.35,997.39,4.04,6723,6931,1955,16448
2831,3903,14,NSW,42.52,779.38,1585.9,206.21,1258.66,1861.88,2.63,22.22,12.7,45.8,23.22,64.59,2.5,1014.82,5.19,391,891,449,1297
2832,2413,12,NSW,38.97,811.27,1436.07,145.0,838.76,1765.03,2.49,17.59,9.62,40.12,11.83,44.19,6.42,937.23,4.65,181,358,126,641
2833,1022,5,NSW,36.67,762.13,1403.57,151.98,618.94,1676.49,2.44,20.13,10.42,36.62,15.84,50.51,4.87,912.92,4.12,87,173,80,318
2834,2028,8,NSW,50.1,489.72,869.84,174.21,940.75,1225.9,2.06,10.33,7.99,32.76,9.36,38.37,10.94,831.45,2.39,137,213,64,773
2835,4075,15,NSW,37.81,921.4,1774.31,190.98,1131.53,2284.17,2.35,27.54,9.76,25.76,8.35,59.1,3.25,965.44,2.53,312,491,167,1418
2836,1123,7,NSW,36.43,631.83,1236.37,137.44,896.4,1266.68,2.79,12.6,8.23,42.67,21.33,42.53,9.11,826.44,4.42,73,170,104,339
2838,254,2,NSW,40.91,396.72,754.7,166.21,1177.17,1151.95,2.31,3.37,4.67,35.33,5.06,36.14,10.29,767.95,2.48,10,30,6,96
2839,1085,6,NSW,36.13,642.84,1084.84,154.62,831.2,1493.58,2.31,14.72,9.3,36.83,8.43,46.0,10.55,827.96,3.38,80,146,36,369
2840,3345,12,NSW,38.23,852.36,1621.09,171.52,1136.75,1932.84,2.61,23.22,11.75,43.05,19.18,59.02,2.28,964.97,4.83,309,667,312,1063
2842,1348,5,NSW,44.87,556.34,1068.1,159.42,1105.52,1371.04,2.42,9.92,10.21,50.12,29.84,54.99,6.49,943.19,4.65,107,294,183,499
2843,1258,5,NSW,47.5,649.33,1337.49,167.28,1360.51,1572.95,2.48,16.66,9.38,35.45,18.77,49.47,4.51,959.13,3.86,97,181,99,422
2844,1630,5,NSW,49.74,612.45,1160.74,233.6,1317.83,1538.67,2.29,16.0,10.08,40.82,17.05,50.47,4.22,962.64,3.92,136,274,117,643
2845,2362,7,NSW,39.31,717.87,1623.4,291.64,1664.22,2010.4,2.63,27.28,9.43,20.94,8.77,58.05,4.97,949.1,2.05,177,228,95,834
2846,680,3,NSW,53.48,555.64,1006.76,220.41,1578.87,1291.13,2.15,11.94,13.05,31.7,25.01,47.9,3.51,952.6,3.96,77,85,67,267
2847,2444,8,NSW,46.86,598.79,1242.68,276.32,1319.73,1583.17,2.35,18.76,8.86,16.33,8.45,49.0,7.38,915.07,1.41,178,155,85,950
2848,1633,8,NSW,54.29,461.14,734.77,214.34,892.31,1061.81,1.91,8.76,6.6,24.1,9.55,34.19,10.89,802.06,1.4,92,102,41,761
2849,1990,8,NSW,52.1,584.13,1222.16,255.04,1366.24,1632.37,2.22,16.64,12.02,36.03,19.29,49.39,5.1,973.51,4.14,202,292,156,794
2850,22362,51,NSW,41.6,768.93,1711.24,340.91,1750.28,2037.02,2.5,28.33,13.79,30.66,12.19,58.09,3.84,996.72,3.61,2460,3003,1157,7936
2852,5622,12,NSW,41.88,675.96,1417.12,286.19,1643.75,1756.81,2.5,21.56,8.15,30.88,13.96,48.68,3.51,979.71,3.24,372,612,275,1768
2864,1362,4,NSW,45.4,873.76,1746.14,243.55,1735.12,2078.04,2.53,30.11,19.99,46.0,20.93,64.41,1.9,1052.65,6.49,217,323,147,499
2865,1046,4,NSW,43.23,732.29,1435.22,216.52,1468.38,1960.07,2.55,22.37,7.55,32.17,12.21,61.52,4.11,985.47,3.33,63,166,64,386
2866,3866,12,NSW,44.06,739.76,1456.03,259.18,1499.75,1826.38,2.5,21.05,15.02,34.91,14.61,58.94,2.69,1009.0,4.22,457,637,269,1407
2867,990,3,NSW,44.25,705.3,1539.21,223.44,1420.25,1780.78,2.63,18.65,15.39,42.91,19.82,59.28,3.18,994.42,5.37,120,203,94,348
2868,1597,6,NSW,44.47,749.87,1553.13,217.96,1640.82,1764.83,2.64,19.1,14.73,47.56,22.16,62.31,2.6,1017.06,5.63,187,375,178,551
2869,1533,5,NSW,49.13,565.54,1111.87,199.48,1025.91,1356.0,2.27,11.25,10.46,40.94,17.67,47.6,8.84,902.22,3.65,130,243,112,572
2870,12331,35,NSW,39.92,740.07,1509.79,257.21,1358.27,1854.52,2.47,24.47,12.13,29.07,9.21,59.35,4.99,955.72,2.82,1185,1662,531,4616
2871,9328,27,NSW,42.79,723.21,1369.19,225.72,1280.7,1739.66,2.41,20.85,11.92,32.96,10.67,58.08,4.03,969.37,3.62,887,1429,477,3538
2873,1314,5,NSW,47.66,655.35,1331.47,160.91,846.4,1572.94,2.6,14.15,12.19,54.39,24.67,62.93,3.24,1005.81,6.17,129,380,172,456
2874,541,3,NSW,45.1,510.49,1088.88,84.1,474.13,1323.8,2.54,6.2,11.91,57.85,27.48,56.47,6.1,943.21,6.07,52,144,76,182
2875,1491,6,NSW,45.74,620.18,1320.4,168.65,992.76,1585.25,2.48,17.24,13.13,51.85,24.84,58.76,3.58,977.44,5.72,156,357,174,558
2876,1082,3,NSW,41.21,728.91,1652.02,186.62,1546.45,1822.28,2.85,25.35,13.0,46.18,20.53,62.26,3.57,1012.61,5.0,106,225,98,339
2877,4532,17,NSW,41.58,681.7,1317.98,187.87,933.66,1657.85,2.49,15.33,10.79,38.86,14.15,57.37,5.61,957.51,4.09,387,831,314,1597
2878,965,4,NSW,43.1,831.33,1497.71,141.19,1235.5,1834.65,2.59,22.68,12.18,52.32,29.98,60.42,2.36,985.66,5.27,95,251,142,321
2879,855,3,NSW,50.54,654.73,1113.84,155.82,909.4,1447.05,2.17,14.42,8.69,47.71,24.29,46.47,6.5,923.63,3.55,65,170,97,343
2880,18187,55,NSW,43.98,665.33,1201.19,212.02,914.27,1640.6,2.19,17.42,10.18,26.27,5.44,52.76,5.42,917.16,2.16,1531,2031,442,7489
2898,445,1,NSW,46.0,961.0,1699.0,310.0,1400.0,1942.0,2.2,20.5,19.26,36.1,11.62,65.4,3.2,1052.64,4.0,73,87,28,161
2900,4182,17,ACT,38.74,1186.3,1901.84,481.27,1672.97,2354.35,1.92,27.11,37.5,45.7,9.6,68.67,3.5,1049.46,8.08,1399,1124,243,2107
2902,15679,41,ACT,40.96,1079.06,2303.1,425.38,2045.41,2671.57,2.6,41.18,32.16,42.58,10.32,63.06,4.18,1045.93,7.43,4094,3274,789,5842
2903,9590,25,ACT,39.53,1131.22,2350.03,416.93,2083.09,2742.62,2.66,42.35,33.77,44.41,10.72,64.8,4.34,1056.64,7.53,2605,2120,508,3487
2904,13180,40,ACT,42.16,1230.89,2679.56,504.65,2155.98,2970.39,2.7,49.86,34.08,47.62,10.65,64.79,3.3,1080.29,8.29,3615,3193,716,4728
